Invoice No,Invoice Date,Supplier Name,Product Name,Batch No,Expiry,MRP,Purchase Rate,Quantity,Discount,GST%,Rate A,Rate B,Rate C
INV0098,2024-06-07,ABC Pharma,Aspirin 75mg,BATCH9443,10/2028,92.97,55.36,99,39.74,5,319.32,386.88,264.78
INV0098,2024-06-23,ABC Pharma,Ibuprofen 400mg,BATCH6893,05/2028,330.46,307.61,472,3.68,18,364.35,250.2,163.73
INV0098,2024-12-30,Global Drugs,Aspirin 75mg,BATCH4219,12/2027,69.37,78.53,319,37.29,5,417.51,260.62,474.34
INV0098,2024-10-08,XYZ Medical,Omeprazole 20mg,BATCH2933,10/2028,85.72,217.28,63,4.59,12,170.82,366.49,224.68
INV0098,2024-06-17,Global Drugs,Vitamin D3 1000IU,BATCH9928,07/2028,227.38,183.6,383,41.55,5,390.98,379.01,64.22
INV0099,2024-05-29,ABC Pharma,Amoxicillin 250mg,BATCH7990,01/2027,134.05,254.75,431,31.98,12,193.84,72.99,226.25
INV0099,2024-04-27,XYZ Medical,Ibuprofen 400mg,BATCH3520,07/2028,299.78,46.94,342,43.79,18,106.09,299.16,430.32
INV0099,2024-02-20,XYZ Medical,Amoxicillin 250mg,BATCH2668,03/2027,158.45,340.11,371,7.54,12,228.33,232.32,297.44
INV0099,2024-09-02,ABC Pharma,Azithromycin 500mg,BATCH1193,11/2027,412.93,305.81,88,9.12,5,300.79,335.5,401.21
INV0099,2024-09-30,MediSupply Co,Aspirin 75mg,BATCH2061,04/2027,262.55,354.93,13,42.82,18,91.32,434.63,353.14
INV0099,2024-10-01,ABC Pharma,Paracetamol 500mg,BATCH5638,03/2027,321.02,214.1,345,36.12,5,346.35,356.96,456.28
INV0099,2024-03-27,XYZ Medical,Aspirin 75mg,BATCH3460,08/2028,133.31,337.48,474,16.73,18,258.33,121.89,466.63
INV0099,2024-09-14,ABC Pharma,Paracetamol 500mg,BATCH9650,06/2027,496.58,330.33,308,14.76,18,253.85,248.72,120.59
INV0099,2024-11-01,XYZ Medical,Aspirin 75mg,BATCH7698,03/2027,324.11,84.08,32,34.89,18,213.93,285.12,125.28
INV0099,2024-07-29,Global Drugs,Amoxicillin 250mg,BATCH8017,03/2028,208.52,358.87,245,34.17,18,339.76,261.85,363.49
INV0100,2024-09-07,MediSupply Co,Aspirin 75mg,BATCH6567,09/2027,341.59,164.1,164,31.19,5,255.49,279.5,99.37
INV0100,2024-05-21,ABC Pharma,Amoxicillin 250mg,BATCH5950,09/2027,371.92,303.13,369,16.11,5,400.48,68.25,243.87
INV0100,2024-02-07,HealthCare Ltd,Amoxicillin 250mg,BATCH7127,01/2028,474.37,249.33,337,22.97,18,352.79,402.65,361.46
INV0100,2024-03-22,XYZ Medical,Paracetamol 500mg,BATCH6069,11/2026,419.51,179.6,408,12.04,5,221.25,206.18,277.35
INV0100,2024-09-01,MediSupply Co,Ibuprofen 400mg,BATCH5993,09/2028,300.71,174.53,276,26.61,12,431.75,191.93,234.14
INV0100,2024-11-01,XYZ Medical,Cetirizine 10mg,BATCH1308,06/2028,50.81,187.83,329,40.39,18,98.81,326.54,65.64
INV0100,2024-11-10,MediSupply Co,Calcium 500mg,BATCH1132,10/2028,122.58,385.15,134,3.58,12,232.61,143.28,64.01
INV0100,2024-04-01,XYZ Medical,Aspirin 75mg,BATCH9477,07/2028,346.94,82.37,367,17.57,5,263.56,96.36,325.18
INV0100,2024-12-13,MediSupply Co,Vitamin D3 1000IU,BATCH9039,12/2027,437.46,242.4,269,12.31,12,76.47,232.03,104.63
INV0100,2024-02-14,MediSupply Co,Calcium 500mg,BATCH3583,12/2027,198.94,81.79,198,25.41,5,95.42,281.27,448.89
